drug,receptor_block,seed,pose_rank,vina_score_kcal_mol,rmsd_lb,rmsd_ub,source_file,line_number,record_index,record_status,raw_record,source_pdbqt
brotizolam,alpha1,2026091902,7,-6.902,4.371,6.529,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091902/poses.pdbqt,230,7,valid,REMARK VINA RESULT:    -6.902      4.371      6.529,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091902/poses.pdbqt
brotizolam,alpha1,2026091902,8,-6.688,4.836,6.274,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091902/poses.pdbqt,268,8,valid,REMARK VINA RESULT:    -6.688      4.836      6.274,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091902/poses.pdbqt
brotizolam,alpha1,2026091902,9,-6.611,5.236,7.351,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091902/poses.pdbqt,306,9,valid,REMARK VINA RESULT:    -6.611      5.236      7.351,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091902/poses.pdbqt
brotizolam,alpha1,2026091903,1,-10.215,0.0,0.0,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091903/poses.pdbqt,2,1,valid,REMARK VINA RESULT:   -10.215      0.000      0.000,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091903/poses.pdbqt
brotizolam,alpha1,2026091903,2,-9.444,1.224,1.579,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091903/poses.pdbqt,40,2,valid,REMARK VINA RESULT:    -9.444      1.224      1.579,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091903/poses.pdbqt
brotizolam,alpha1,2026091903,3,-9.276,1.347,1.635,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091903/poses.pdbqt,78,3,valid,REMARK VINA RESULT:    -9.276      1.347      1.635,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091903/poses.pdbqt
brotizolam,alpha1,2026091903,4,-7.862,3.737,5.318,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091903/poses.pdbqt,116,4,valid,REMARK VINA RESULT:    -7.862      3.737      5.318,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091903/poses.pdbqt
brotizolam,alpha1,2026091903,5,-7.606,5.224,7.615,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091903/poses.pdbqt,154,5,valid,REMARK VINA RESULT:    -7.606      5.224      7.615,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091903/poses.pdbqt
brotizolam,alpha1,2026091903,6,-6.937,4.378,6.524,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091903/poses.pdbqt,192,6,valid,REMARK VINA RESULT:    -6.937      4.378      6.524,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091903/poses.pdbqt
brotizolam,alpha1,2026091903,7,-6.801,5.122,7.644,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091903/poses.pdbqt,230,7,valid,REMARK VINA RESULT:    -6.801      5.122      7.644,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091903/poses.pdbqt
brotizolam,alpha1,2026091903,8,-6.759,5.084,6.447,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091903/poses.pdbqt,268,8,valid,REMARK VINA RESULT:    -6.759      5.084      6.447,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091903/poses.pdbqt
brotizolam,alpha1,2026091903,9,-6.752,5.138,7.285,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091903/poses.pdbqt,306,9,valid,REMARK VINA RESULT:    -6.752      5.138      7.285,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091903/poses.pdbqt
brotizolam,alpha1,2026091904,1,-10.26,0.0,0.0,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091904/poses.pdbqt,2,1,valid,REMARK VINA RESULT:   -10.260      0.000      0.000,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091904/poses.pdbqt
brotizolam,alpha1,2026091904,2,-9.456,1.253,1.62,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091904/poses.pdbqt,40,2,valid,REMARK VINA RESULT:    -9.456      1.253      1.620,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091904/poses.pdbqt
brotizolam,alpha1,2026091904,3,-8.767,3.051,5.258,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091904/poses.pdbqt,78,3,valid,REMARK VINA RESULT:    -8.767      3.051      5.258,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091904/poses.pdbqt
brotizolam,alpha1,2026091904,4,-7.87,1.808,2.556,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091904/poses.pdbqt,116,4,valid,REMARK VINA RESULT:    -7.870      1.808      2.556,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091904/poses.pdbqt
brotizolam,alpha1,2026091904,5,-7.665,3.665,5.946,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091904/poses.pdbqt,154,5,valid,REMARK VINA RESULT:    -7.665      3.665      5.946,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091904/poses.pdbqt
brotizolam,alpha1,2026091904,6,-7.617,5.231,7.624,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091904/poses.pdbqt,192,6,valid,REMARK VINA RESULT:    -7.617      5.231      7.624,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091904/poses.pdbqt
brotizolam,alpha1,2026091904,7,-6.935,4.41,6.569,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091904/poses.pdbqt,230,7,valid,REMARK VINA RESULT:    -6.935      4.410      6.569,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091904/poses.pdbqt
brotizolam,alpha1,2026091904,8,-6.792,5.532,8.409,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091904/poses.pdbqt,268,8,valid,REMARK VINA RESULT:    -6.792      5.532      8.409,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091904/poses.pdbqt
brotizolam,alpha1,2026091904,9,-6.753,5.068,6.445,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091904/poses.pdbqt,306,9,valid,REMARK VINA RESULT:    -6.753      5.068      6.445,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091904/poses.pdbqt
brotizolam,alpha1,2026091905,1,-10.205,0.0,0.0,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091905/poses.pdbqt,2,1,valid,REMARK VINA RESULT:   -10.205      0.000      0.000,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091905/poses.pdbqt
brotizolam,alpha1,2026091905,2,-9.439,1.235,1.485,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091905/poses.pdbqt,40,2,valid,REMARK VINA RESULT:    -9.439      1.235      1.485,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091905/poses.pdbqt
brotizolam,alpha1,2026091905,3,-8.758,3.061,5.266,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091905/poses.pdbqt,78,3,valid,REMARK VINA RESULT:    -8.758      3.061      5.266,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091905/poses.pdbqt
brotizolam,alpha1,2026091905,4,-8.372,3.045,4.606,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091905/poses.pdbqt,116,4,valid,REMARK VINA RESULT:    -8.372      3.045      4.606,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091905/poses.pdbqt
brotizolam,alpha1,2026091905,5,-7.834,3.961,5.556,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091905/poses.pdbqt,154,5,valid,REMARK VINA RESULT:    -7.834      3.961      5.556,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091905/poses.pdbqt
brotizolam,alpha1,2026091905,6,-7.578,5.249,7.64,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091905/poses.pdbqt,192,6,valid,REMARK VINA RESULT:    -7.578      5.249      7.640,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091905/poses.pdbqt
brotizolam,alpha1,2026091905,7,-6.86,4.418,6.679,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091905/poses.pdbqt,230,7,valid,REMARK VINA RESULT:    -6.860      4.418      6.679,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091905/poses.pdbqt
brotizolam,alpha1,2026091905,8,-6.804,4.859,6.498,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091905/poses.pdbqt,268,8,valid,REMARK VINA RESULT:    -6.804      4.859      6.498,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091905/poses.pdbqt
brotizolam,alpha1,2026091905,9,-6.696,5.886,8.599,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091905/poses.pdbqt,306,9,valid,REMARK VINA RESULT:    -6.696      5.886      8.599,raw/archives/brotizolam.tar.gz::brotizolam/alpha1/2026091905/poses.pdbqt
brotizolam,alpha2,2026091901,1,-6.95,0.0,0.0,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091901/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.950      0.000      0.000,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091901/poses.pdbqt
brotizolam,alpha2,2026091901,2,-6.416,1.222,1.603,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091901/poses.pdbqt,40,2,valid,REMARK VINA RESULT:    -6.416      1.222      1.603,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091901/poses.pdbqt
brotizolam,alpha2,2026091901,3,-6.223,3.449,6.296,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091901/poses.pdbqt,78,3,valid,REMARK VINA RESULT:    -6.223      3.449      6.296,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091901/poses.pdbqt
brotizolam,alpha2,2026091901,4,-6.113,3.886,6.681,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091901/poses.pdbqt,116,4,valid,REMARK VINA RESULT:    -6.113      3.886      6.681,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091901/poses.pdbqt
brotizolam,alpha2,2026091901,5,-6.008,3.239,4.41,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091901/poses.pdbqt,154,5,valid,REMARK VINA RESULT:    -6.008      3.239      4.410,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091901/poses.pdbqt
brotizolam,alpha2,2026091901,6,-5.955,3.565,6.066,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091901/poses.pdbqt,192,6,valid,REMARK VINA RESULT:    -5.955      3.565      6.066,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091901/poses.pdbqt
brotizolam,alpha2,2026091901,7,-5.931,5.236,7.986,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091901/poses.pdbqt,230,7,valid,REMARK VINA RESULT:    -5.931      5.236      7.986,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091901/poses.pdbqt
brotizolam,alpha2,2026091901,8,-5.802,2.707,5.55,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091901/poses.pdbqt,268,8,valid,REMARK VINA RESULT:    -5.802      2.707      5.550,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091901/poses.pdbqt
brotizolam,alpha2,2026091901,9,-5.696,2.901,5.455,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091901/poses.pdbqt,306,9,valid,REMARK VINA RESULT:    -5.696      2.901      5.455,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091901/poses.pdbqt
brotizolam,alpha2,2026091902,1,-6.974,0.0,0.0,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091902/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.974      0.000      0.000,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091902/poses.pdbqt
brotizolam,alpha2,2026091902,2,-6.354,6.37,8.767,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091902/poses.pdbqt,40,2,valid,REMARK VINA RESULT:    -6.354      6.370      8.767,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091902/poses.pdbqt
brotizolam,alpha2,2026091902,3,-6.039,3.733,6.447,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091902/poses.pdbqt,78,3,valid,REMARK VINA RESULT:    -6.039      3.733      6.447,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091902/poses.pdbqt
brotizolam,alpha2,2026091902,4,-6.0,4.034,5.661,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091902/poses.pdbqt,116,4,valid,REMARK VINA RESULT:    -6.000      4.034      5.661,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091902/poses.pdbqt
brotizolam,alpha2,2026091902,5,-5.997,3.25,4.418,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091902/poses.pdbqt,154,5,valid,REMARK VINA RESULT:    -5.997      3.250      4.418,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091902/poses.pdbqt
brotizolam,alpha2,2026091902,6,-5.97,3.42,6.455,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091902/poses.pdbqt,192,6,valid,REMARK VINA RESULT:    -5.970      3.420      6.455,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091902/poses.pdbqt
brotizolam,alpha2,2026091902,7,-5.806,2.691,5.542,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091902/poses.pdbqt,230,7,valid,REMARK VINA RESULT:    -5.806      2.691      5.542,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091902/poses.pdbqt
brotizolam,alpha2,2026091902,8,-5.794,2.232,2.683,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091902/poses.pdbqt,268,8,valid,REMARK VINA RESULT:    -5.794      2.232      2.683,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091902/poses.pdbqt
brotizolam,alpha2,2026091903,1,-6.967,0.0,0.0,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091903/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.967      0.000      0.000,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091903/poses.pdbqt
brotizolam,alpha2,2026091903,2,-6.034,3.767,6.487,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091903/poses.pdbqt,40,2,valid,REMARK VINA RESULT:    -6.034      3.767      6.487,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091903/poses.pdbqt
brotizolam,alpha2,2026091903,3,-6.001,3.239,4.422,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091903/poses.pdbqt,78,3,valid,REMARK VINA RESULT:    -6.001      3.239      4.422,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091903/poses.pdbqt
brotizolam,alpha2,2026091903,4,-5.986,3.993,5.632,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091903/poses.pdbqt,116,4,valid,REMARK VINA RESULT:    -5.986      3.993      5.632,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091903/poses.pdbqt
brotizolam,alpha2,2026091903,5,-5.977,3.597,4.53,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091903/poses.pdbqt,154,5,valid,REMARK VINA RESULT:    -5.977      3.597      4.530,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091903/poses.pdbqt
brotizolam,alpha2,2026091903,6,-5.933,3.331,4.639,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091903/poses.pdbqt,192,6,valid,REMARK VINA RESULT:    -5.933      3.331      4.639,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091903/poses.pdbqt
brotizolam,alpha2,2026091903,7,-5.858,3.264,4.376,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091903/poses.pdbqt,230,7,valid,REMARK VINA RESULT:    -5.858      3.264      4.376,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091903/poses.pdbqt
brotizolam,alpha2,2026091903,8,-5.842,1.985,2.358,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091903/poses.pdbqt,268,8,valid,REMARK VINA RESULT:    -5.842      1.985      2.358,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091903/poses.pdbqt
brotizolam,alpha2,2026091903,9,-5.814,2.685,5.524,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091903/poses.pdbqt,306,9,valid,REMARK VINA RESULT:    -5.814      2.685      5.524,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091903/poses.pdbqt
brotizolam,alpha2,2026091904,1,-6.968,0.0,0.0,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091904/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.968      0.000      0.000,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091904/poses.pdbqt
brotizolam,alpha2,2026091904,2,-6.812,5.348,8.019,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091904/poses.pdbqt,40,2,valid,REMARK VINA RESULT:    -6.812      5.348      8.019,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091904/poses.pdbqt
brotizolam,alpha2,2026091904,3,-6.261,3.441,6.283,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091904/poses.pdbqt,78,3,valid,REMARK VINA RESULT:    -6.261      3.441      6.283,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091904/poses.pdbqt
brotizolam,alpha2,2026091904,4,-6.063,3.752,6.471,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091904/poses.pdbqt,116,4,valid,REMARK VINA RESULT:    -6.063      3.752      6.471,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091904/poses.pdbqt
brotizolam,alpha2,2026091904,5,-5.992,3.246,4.417,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091904/poses.pdbqt,154,5,valid,REMARK VINA RESULT:    -5.992      3.246      4.417,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091904/poses.pdbqt
brotizolam,alpha2,2026091904,6,-5.807,1.984,2.368,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091904/poses.pdbqt,192,6,valid,REMARK VINA RESULT:    -5.807      1.984      2.368,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091904/poses.pdbqt
brotizolam,alpha2,2026091904,7,-5.771,4.249,6.037,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091904/poses.pdbqt,230,7,valid,REMARK VINA RESULT:    -5.771      4.249      6.037,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091904/poses.pdbqt
brotizolam,alpha2,2026091904,8,-5.707,2.681,5.432,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091904/poses.pdbqt,268,8,valid,REMARK VINA RESULT:    -5.707      2.681      5.432,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091904/poses.pdbqt
brotizolam,alpha2,2026091904,9,-5.704,3.298,3.691,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091904/poses.pdbqt,306,9,valid,REMARK VINA RESULT:    -5.704      3.298      3.691,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091904/poses.pdbqt
brotizolam,alpha2,2026091905,1,-6.976,0.0,0.0,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091905/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.976      0.000      0.000,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091905/poses.pdbqt
brotizolam,alpha2,2026091905,2,-6.454,5.036,7.871,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091905/poses.pdbqt,40,2,valid,REMARK VINA RESULT:    -6.454      5.036      7.871,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091905/poses.pdbqt
brotizolam,alpha2,2026091905,3,-6.247,3.441,6.281,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091905/poses.pdbqt,78,3,valid,REMARK VINA RESULT:    -6.247      3.441      6.281,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091905/poses.pdbqt
brotizolam,alpha2,2026091905,4,-6.185,2.714,3.875,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091905/poses.pdbqt,116,4,valid,REMARK VINA RESULT:    -6.185      2.714      3.875,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091905/poses.pdbqt
brotizolam,alpha2,2026091905,5,-6.034,3.73,6.448,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091905/poses.pdbqt,154,5,valid,REMARK VINA RESULT:    -6.034      3.730      6.448,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091905/poses.pdbqt
brotizolam,alpha2,2026091905,6,-6.021,3.613,4.521,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091905/poses.pdbqt,192,6,valid,REMARK VINA RESULT:    -6.021      3.613      4.521,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091905/poses.pdbqt
brotizolam,alpha2,2026091905,7,-6.009,3.718,5.373,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091905/poses.pdbqt,230,7,valid,REMARK VINA RESULT:    -6.009      3.718      5.373,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091905/poses.pdbqt
brotizolam,alpha2,2026091905,8,-5.997,4.177,6.693,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091905/poses.pdbqt,268,8,valid,REMARK VINA RESULT:    -5.997      4.177      6.693,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091905/poses.pdbqt
brotizolam,alpha2,2026091905,9,-5.908,3.249,4.377,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091905/poses.pdbqt,306,9,valid,REMARK VINA RESULT:    -5.908      3.249      4.377,raw/archives/brotizolam.tar.gz::brotizolam/alpha2/2026091905/poses.pdbqt
lormetazepam,alpha1,2026091901,1,-8.862,0.0,0.0,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091901/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -8.862      0.000      0.000,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091901/poses.pdbqt
lormetazepam,alpha1,2026091901,2,-7.518,4.47,6.947,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091901/poses.pdbqt,43,2,valid,REMARK VINA RESULT:    -7.518      4.470      6.947,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091901/poses.pdbqt
lormetazepam,alpha1,2026091901,3,-7.067,2.799,5.757,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091901/poses.pdbqt,84,3,valid,REMARK VINA RESULT:    -7.067      2.799      5.757,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091901/poses.pdbqt
lormetazepam,alpha1,2026091901,4,-7.023,2.019,4.954,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091901/poses.pdbqt,125,4,valid,REMARK VINA RESULT:    -7.023      2.019      4.954,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091901/poses.pdbqt
lormetazepam,alpha1,2026091901,5,-6.997,3.893,5.524,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091901/poses.pdbqt,166,5,valid,REMARK VINA RESULT:    -6.997      3.893      5.524,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091901/poses.pdbqt
lormetazepam,alpha1,2026091901,6,-6.939,2.723,6.009,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091901/poses.pdbqt,207,6,valid,REMARK VINA RESULT:    -6.939      2.723      6.009,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091901/poses.pdbqt
lormetazepam,alpha1,2026091901,7,-6.832,4.527,7.019,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091901/poses.pdbqt,248,7,valid,REMARK VINA RESULT:    -6.832      4.527      7.019,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091901/poses.pdbqt
lormetazepam,alpha1,2026091901,8,-6.404,3.585,4.924,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091901/poses.pdbqt,289,8,valid,REMARK VINA RESULT:    -6.404      3.585      4.924,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091901/poses.pdbqt
lormetazepam,alpha1,2026091901,9,-6.378,4.801,6.591,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091901/poses.pdbqt,330,9,valid,REMARK VINA RESULT:    -6.378      4.801      6.591,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091901/poses.pdbqt
lormetazepam,alpha1,2026091902,1,-8.077,0.0,0.0,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091902/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -8.077      0.000      0.000,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091902/poses.pdbqt
lormetazepam,alpha1,2026091902,2,-7.812,4.719,7.019,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091902/poses.pdbqt,43,2,valid,REMARK VINA RESULT:    -7.812      4.719      7.019,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091902/poses.pdbqt
lormetazepam,alpha1,2026091902,3,-7.544,3.068,4.777,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091902/poses.pdbqt,84,3,valid,REMARK VINA RESULT:    -7.544      3.068      4.777,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091902/poses.pdbqt
lormetazepam,alpha1,2026091902,4,-7.37,2.84,5.387,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091902/poses.pdbqt,125,4,valid,REMARK VINA RESULT:    -7.370      2.840      5.387,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091902/poses.pdbqt
lormetazepam,alpha1,2026091902,5,-7.313,1.663,4.763,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091902/poses.pdbqt,166,5,valid,REMARK VINA RESULT:    -7.313      1.663      4.763,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091902/poses.pdbqt
lormetazepam,alpha1,2026091902,6,-7.24,4.095,5.769,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091902/poses.pdbqt,207,6,valid,REMARK VINA RESULT:    -7.240      4.095      5.769,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091902/poses.pdbqt
lormetazepam,alpha1,2026091902,7,-7.07,4.956,6.73,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091902/poses.pdbqt,248,7,valid,REMARK VINA RESULT:    -7.070      4.956      6.730,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091902/poses.pdbqt
lormetazepam,alpha1,2026091902,8,-6.963,4.252,6.102,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091902/poses.pdbqt,289,8,valid,REMARK VINA RESULT:    -6.963      4.252      6.102,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091902/poses.pdbqt
lormetazepam,alpha1,2026091902,9,-6.91,4.43,7.22,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091902/poses.pdbqt,330,9,valid,REMARK VINA RESULT:    -6.910      4.430      7.220,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091902/poses.pdbqt
